tweet_id,retweet_count,favorite_count
784517518371221505,2367,8502
784431430411685888,1184,5448
784183165795655680,7483,18976
784057939640352768,10371,28108
783839966405230592,10058,28421
783821107061198850,1829,6994
783695101801398276,2992,9876
783466772167098368,2076,7989
783391753726550016,5097,16005
783347506784731136,5149,0
783334639985389568,10891,27498
783085703974514689,2021,7742
782969140009107456,6892,22835
782747134529531904,1319,7068
782722598790725632,5019,16289
782598640137187329,1767,7382
782305867769217024,5130,15719
782021823840026624,5742,0
781955203444699136,3139,10563
781661882474196992,2528,9888
781655249211752448,1053,3784
781524693396357120,5148,19595
781308096455073793,2384,6746
781251288990355457,1930,7927
781163403222056960,2585,9282
780931614150983680,6751,20484
780858289093574656,1867,6801
780800785462489090,1201,5195
780601303617732608,3127,11423
780543529827336192,1628,5953
780496263422808064,3426,0
780476555013349377,103,0
780459368902959104,1004,5000
780192070812196864,2089,8223
780092040432480260,2137,0
780074436359819264,4571,11438
779834332596887552,6506,17760
779377524342161408,2889,8247
779124354206535695,17037,0
779124354206535695,17037,0
779056095788752897,4212,13902
778990705243029504,6661,18738
778774459159379968,9163,0
778764940568104960,338,822
778748913645780993,1207,6464
778650543019483137,1392,5430
778624900596654080,943,4339
778408200802557953,4009,12875
778396591732486144,11347,0
778383385161035776,1019,5508
778286810187399168,3064,9746
778039087836069888,2467,7997
778027034220126208,1494,6201
777953400541634568,3272,0
777885040357281792,1516,5992
777684233540206592,2727,10615
777641927919427584,3923,0
777621514455814149,2343,8221
777189768882946048,3986,13317
776819012571455488,12614,0
776813020089548800,1114,4603
776477788987613185,2562,8255
776249906839351296,8466,0
776218204058357768,14743,28123
776201521193218049,2336,9025
776113305656188928,4028,11126
776088319444877312,141,1714
775898661951791106,15546,0
775842724423557120,2466,11045
775733305207554048,3701,13092
775729183532220416,4281,12267
775364825476165632,2714,6951
775350846108426240,3628,9586
775350846108426240,3628,9586
775085132600442880,4375,14635
774757898236878852,1656,8141
774639387460112384,1616,6369
774314403806253056,5093,20553
773985732834758656,3587,10167
773922284943896577,1629,6065
773704687002451968,1498,6237
773670353721753600,1225,5056
773547596996571136,5699,20808
773336787167145985,4676,0
773308824254029826,6953,21996
773247561583001600,3006,8881
773191612633579521,3807,9400
772877495989305348,3580,8052
772826264096874500,2211,7571
772615324260794368,3120,0
772581559778025472,1588,6116
772193107915964416,1291,5678
772152991789019136,1054,3590
772117678702071809,687,3556
772114945936949249,440,2584
772102971039580160,866,3776
771908950375665664,1757,6190
771770456517009408,3142,11297
771500966810099713,2421,7772
771380798096281600,4676,9924
771171053431250945,6898,0
771136648247640064,2711,8608
771102124360998913,1337,5864
771014301343748096,1539,6488
771014301343748096,1539,6488
770787852854652928,1105,4622
770772759874076672,1328,4888
770772759874076672,1328,4888
770655142660169732,1669,6919
770414278348247044,1928,5949
770293558247038976,1356,5850
770093767776997377,2818,0
770069151037685760,2126,7146
769940425801170949,8840,29294
769695466921623552,1564,6049
769335591808995329,7131,0
769212283578875904,1600,5088
768970937022709760,6004,13419
768909767477751808,2443,0
768855141948723200,827,3938
768609597686943744,1099,3861
768596291618299904,1189,4742
768554158521745409,5389,0
768473857036525572,3162,12785
768193404517830656,3272,10207
767884188863397888,1266,4471
767754930266464257,4962,14999
767500508068192258,2152,7064
767191397493538821,3480,11539
767122157629476866,2649,9552
767122157629476866,2649,9552
766793450729734144,1260,4751
766714921925144576,348,2465
766693177336135680,730,3799
766423258543644672,1458,5644
766313316352462849,1734,6346
766078092750233600,2424,0
766069199026450432,776,3950
766008592277377025,461,3539
765719909049503744,1997,6806
765669560888528897,1133,4859
765395769549590528,3119,25138
765371061932261376,2007,6671
765222098633691136,3120,10939
764857477905154048,1650,6088
764259802650378240,1394,5649
763956972077010945,50,734
763837565564780549,3820,11776
763183847194451968,1359,5063
763167063695355904,2754,0
763103485927849985,2125,6937
762699858130116608,3315,11374
762471784394268675,5923,10525
762464539388485633,3840,9652
762316489655476224,1030,4507
762035686371364864,14314,29817
761976711479193600,1830,5046
761750502866649088,3590,0
761745352076779520,794,4025
761672994376806400,26771,46323
761599872357261312,1102,3886
761371037149827077,16669,0
761334018830917632,1342,4835
761292947749015552,1001,4195
761227390836215808,1447,5001
761004547850530816,3217,10658
760893934457552897,890,3579
760656994973933572,1753,6184
760641137271070720,1190,4683
760539183865880579,3349,7083
760521673607086080,1288,3927
760290219849637889,10581,25108
760252756032651264,798,3712
760190180481531904,1655,5361
760153949710192640,28,0
759943073749200896,1934,5532
759943073749200896,1934,5532
759846353224826880,1800,6296
759793422261743616,1763,5584
759793422261743616,1763,5584
759557299618865152,1105,4402
759447681597108224,2276,7952
759446261539934208,454,1565
759197388317847553,1804,5707
759159934323924993,1067,0
759099523532779520,3828,13625
759047813560868866,1851,6074
758854675097526272,843,3330
758828659922702336,3558,10490
758740312047005698,1500,5386
758474966123810816,916,3565
758467244762497024,2030,4479
758405701903519748,1767,4876
758355060040593408,966,3158
758099635764359168,9163,17734
758041019896193024,339,2535
757741869644341248,3029,6427
757729163776290825,7215,0
757725642876129280,1113,4257
757611664640446465,1010,4292
757597904299253760,278,0
757596066325864448,959,4077
757400162377592832,6329,14152
757393109802180609,1580,5451
757354760399941633,1302,4214
756998049151549440,1835,5876
756939218950160384,1842,6224
756651752796094464,1193,4707
756526248105566208,3305,9724
756303284449767430,1005,3704
756288534030475264,16334,41239
756275833623502848,1408,5980
755955933503782912,2634,6835
755206590534418437,4915,15324
755110668769038337,10200,19778
754874841593970688,7251,0
754856583969079297,2312,6454
754747087846248448,478,2420
754482103782404096,1794,4942
754449512966619136,672,3508
754120377874386944,2164,7404
754120377874386944,2164,7404
753655901052166144,1998,5460
753420520834629632,3239,7359
753398408988139520,1733,5362
753375668877008896,2137,7152
753298634498793472,5216,0
753294487569522689,961,3124
753039830821511168,19210,34622
753026973505581056,878,3660
752932432744185856,6302,11755
752917284578922496,1444,6513
752701944171524096,2620,0
752682090207055872,1462,5612
752660715232722944,1425,4085
752568224206688256,2089,5121
752519690950500352,3157,6873
752334515931054080,1010,3598
752309394570878976,14908,0
752173152931807232,1674,5550
751950017322246144,832,2854
751937170840121344,1202,4840
751830394383790080,1790,5448
751793661361422336,2621,5402
751598357617971201,2833,7416
751583847268179968,1005,4112
751538714308972544,1148,4727
751456908746354688,925,3018
751251247299190784,5399,11746
751205363882532864,1667,5912
751132876104687617,1188,4734
750868782890057730,1252,4470
750719632563142656,4594,12273
750506206503038976,1056,4144
750429297815552001,3923,12293
750383411068534784,1042,4271
750381685133418496,27,670
750147208377409536,877,2915
750132105863102464,1184,3377
750117059602808832,1213,4057
750101899009982464,777,2853
750086836815486976,493,2025
750071704093859840,3038,7257
750056684286914561,822,2960
750041628174217216,568,2971
750026558547456000,721,2535
750011400160841729,821,3016
749996283729883136,758,2839
749981277374128128,2279,4786
749774190421639168,1213,4357
749417653287129088,1518,5694
749403093750648834,493,2440
749395845976588288,3158,7973
749317047558017024,2051,5102
749075273010798592,1889,5371
749064354620928000,1408,4502
749036806121881602,731,2885
748977405889503236,3136,10039
748932637671223296,2064,5414
748705597323898880,879,2588
748699167502000129,1460,4420
748692773788876800,1229,3960
748575535303884801,1814,5642
748568946752774144,611,2051
748346686624440324,1124,4862
748337862848962560,3741,7072
748324050481647620,695,3461
748307329658011649,656,3450
748220828303695873,7124,13158
747963614829678593,1959,5393
747933425676525569,2361,6183
747885874273214464,882,2727
747844099428986880,677,2626
747816857231626240,1061,4506
747651430853525504,144,1276
747648653817413632,5341,11990
747600769478692864,523,2171
747594051852075008,951,3427
747512671126323200,1478,5142
747461612269887489,950,3599
747439450712596480,1753,5040
747242308580548608,2638,0
747219827526344708,1444,4899
747204161125646336,833,3130
747103485104099331,3630,8905
746906459439529985,271,2724
746872823977771008,1953,5584
746818907684614144,1597,4956
746790600704425984,1467,4532
746757706116112384,3562,8857
746726898085036033,1642,5636
746542875601690625,1748,4700
746521445350707200,901,0
746507379341139972,991,4346
746369468511756288,1491,5770
746131877086527488,2005,6401
746056683365994496,742,3326
745789745784041472,965,3678
745712589599014916,2132,6512
745433870967832576,2313,6549
745422732645535745,2207,7953
745314880350101504,2485,6613
745074613265149952,3188,7287
745057283344719872,2056,6759
744995568523612160,569,2749
744971049620602880,2450,7314
744709971296780288,1442,5240
744334592493166593,1937,6341
744234799360020481,70758,144922
744223424764059648,327,1535
743980027717509120,1005,3902
743895849529389061,881,3407
743835915802583040,1874,0
743609206067040256,1270,4160
743595368194129920,5967,16992
743545585370791937,862,3285
743510151680958465,3420,7410
743253157753532416,1124,3937
743222593470234624,1745,5739
743210557239623680,1238,3561
742534281772302336,3285,6569
742528092657332225,1797,4114
742465774154047488,3610,6760
742423170473463808,3426,9113
742385895052087300,1780,6295
742161199639494656,1249,4011
742150209887731712,1402,4724
741793263812808706,1388,4222
741743634094141440,2504,7558
741438259667034112,748,3422
741303864243200000,2925,8139
741099773336379392,5031,9244
741067306818797568,2818,8871
740995100998766593,2476,5837
740711788199743490,865,3152
740699697422163968,710,2653
740676976021798912,6222,16858
740373189193256964,12146,32618
740365076218183684,389,2248
740359016048689152,798,3048
740214038584557568,1790,6195
739979191639244800,5389,18535
739932936087216128,988,3759
739844404073074688,791,3533
739623569819336705,1242,3504
739606147276148736,1496,5002
739544079319588864,19287,36491
739485634323156992,2644,6614
739238157791694849,52912,107200
738891149612572673,6,91
738885046782832640,1046,3506
738883359779196928,723,3051
738537504001953792,1401,4707
738402415918125056,744,3018
738184450748633089,1109,3978
738166403467907072,3044,8091
738156290900254721,587,2291
737826014890496000,1611,4842
737800304142471168,3178,9288
737678689543020544,1203,4638
737445876994609152,4068,9473
737322739594330112,736,3327
