tweet_id,retweet_count,favorite_count
737310737551491075,6761,13540
736736130620620800,1544,3891
736392552031657984,6670,16373
736365877722001409,1118,3688
736225175608430592,2551,7501
736010884653420544,2711,7266
735991953473572864,1038,3302
735648611367784448,1016,3737
735635087207878657,2146,5675
735274964362878976,4554,12054
735256018284875776,803,3074
735137028879360001,885,2886
734912297295085568,472,2550
734787690684657664,5768,11580
734776360183431168,489,2328
734559631394082816,355,1379
733828123016450049,718,3309
733822306246479872,932,3390
733482008106668032,855,2883
733460102733135873,1141,3870
733109485275860992,15547,49412
732732193018155009,483,2232
732726085725589504,801,3298
732585889486888962,713,3368
732375214819057664,2287,7440
732005617171337216,4886,13717
731285275100512256,904,3226
731156023742988288,1144,3552
730924654643314689,1792,5655
730573383004487680,1919,4468
730427201120833536,941,3208
730211855403241472,960,3508
730196704625098752,1710,4445
729854734790754305,1018,3718
729838605770891264,339,1604
729823566028484608,1128,3659
729463711119904772,2100,5333
729113531270991872,288,1742
728986383096946689,742,2891
728760639972315136,1548,4297
728751179681943552,618,2553
728653952833728512,949,3069
728409960103686147,1827,4510
728387165835677696,880,3429
728046963732717569,1086,3952
728035342121635841,1516,4170
728015554473250816,993,3792
727685679342333952,577,2737
727644517743104000,1592,5394
727524757080539137,1089,4120
727314416056803329,673,3072
727286334147182592,747,2833
727175381690781696,1247,3603
727155742655025152,1202,3337
726935089318363137,2213,6323
726887082820554753,1371,3535
726828223124897792,920,3308
726224900189511680,1044,4089
725842289046749185,2424,6533
725786712245440512,1250,3853
725729321944506368,1609,4806
725458796924002305,557,1308
724983749226668032,1172,3452
724771698126512129,568,2161
724405726123311104,1515,4878
724049859469295616,1623,3987
724046343203856385,513,2458
724004602748780546,1395,3840
723912936180330496,1129,3599
723688335806480385,2650,7055
723673163800948736,816,2795
723179728551723008,1695,4870
722974582966214656,1443,3778
722613351520608256,1496,4586
721503162398597120,1649,4241
721001180231503872,552,2351
720785406564900865,700,2864
720775346191278080,570,2260
720415127506415616,1366,3808
720389942216527872,2270,5884
720340705894408192,881,2630
720059472081784833,1021,3565
720043174954147842,1822,4581
719991154352222208,1600,4493
719704490224398336,1302,4189
719551379208073216,1717,4657
719367763014393856,692,2606
719339463458033665,1122,4114
719332531645071360,860,3184
718971898235854848,986,3215
718939241951195136,1587,4814
718631497683582976,7254,17399
718613305783398402,430,2264
718540630683709445,927,2249
718460005985447936,479,2513
718454725339934721,1384,4516
718246886998687744,448,1765
718234618122661888,915,3573
717841801130979328,545,2281
717790033953034240,990,2638
717537687239008257,1667,5333
717428917016076293,408,1481
717421804990701568,761,2899
717047459982213120,1745,5819
717009362452090881,872,2989
716802964044845056,1051,3973
716791146589110272,1459,7755
716730379797970944,397,1137
716447146686459905,5326,12046
716439118184652801,191,2204
716285507865542656,969,2560
716080869887381504,1712,6267
715928423106027520,796,2941
715758151270801409,1293,3426
715733265223708672,1536,4294
715704790270025728,515,2568
715696743237730304,1171,3622
715680795826982913,1449,3976
715360349751484417,1414,5047
715342466308784130,627,2801
715220193576927233,591,2222
715200624753819648,1691,4764
715009755312439296,1107,3825
714982300363173890,937,3438
714962719905021952,3847,6763
714957620017307648,1284,3823
714631576617938945,901,3021
714606013974974464,834,3354
714485234495041536,1013,2462
714258258790387713,672,2829
714251586676113411,764,3035
714214115368108032,802,2123
714141408463036416,1285,4014
713919462244790272,724,3051
713909862279876608,486,1755
713900603437621249,665,2628
713761197720473600,1244,4474
713411074226274305,1190,4101
713177543487135744,2600,6666
713175907180089344,1337,4098
712809025985978368,6103,17582
712717840512598017,4521,11355
712668654853337088,1103,3837
712438159032893441,1423,4918
712309440758808576,24,223
712097430750289920,940,3475
712092745624633345,814,2712
712085617388212225,438,3024
712065007010385924,570,2079
711998809858043904,122,0
711968124745228288,2097,7429
711743778164514816,912,2627
711732680602345472,3704,8105
711694788429553666,16669,30342
711652651650457602,823,3559
711363825979756544,1020,3336
711306686208872448,680,3059
711008018775851008,560,2751
710997087345876993,1267,4221
710844581445812225,614,2357
710833117892898816,477,2478
710658690886586372,515,2144
710609963652087808,2164,4443
710588934686908417,1702,4184
710296729921429505,672,2207
710283270106132480,482,2000
710272297844797440,1146,4152
710269109699739648,1019,2206
710153181850935296,814,2688
710140971284037632,807,2525
710117014656950272,1785,5042
709918798883774466,996,3236
709901256215666688,92,609
709852847387627521,1092,3244
709566166965075968,1077,3260
709556954897764353,976,3030
709519240576036864,219,1387
709449600415961088,520,2029
709409458133323776,617,2431
709225125749587968,523,2216
709207347839836162,5197,11445
709198395643068416,591,2272
709179584944730112,611,1860
709158332880297985,367,1883
709042156699303936,1483,4346
708853462201716736,595,1672
708845821941387268,806,2747
708834316713893888,452,1556
708810915978854401,6274,15245
708738143638450176,744,2549
708711088997666817,641,2345
708479650088034305,619,2347
708469915515297792,733,2859
708400866336894977,9098,14707
708356463048204288,1201,3306
708349470027751425,678,2193
708149363256774660,1415,3996
708130923141795840,786,3105
708119489313951744,899,2490
708109389455101952,502,1807
708026248782585858,1754,4077
707995814724026368,1018,2880
707983188426153984,2,45
707969809498152960,870,2494
707776935007539200,874,3015
707741517457260545,558,2297
707738799544082433,2209,3746
707693576495472641,920,3126
707629649552134146,788,2359
707610948723478529,5741,15640
707420581654872064,636,2077
707411934438625280,546,2120
707387676719185920,1151,3224
707377100785885184,979,3020
707315916783140866,580,2288
707297311098011648,713,2588
707059547140169728,619,2405
707038192327901184,720,2020
707021089608753152,1227,3744
707014260413456384,546,2117
706904523814649856,7131,13470
706901761596989440,528,1892
706681918348251136,896,3031
706644897839910912,990,2348
706593038911545345,582,1991
706538006853918722,1299,3202
706516534877929472,932,2878
706346369204748288,844,3182
706310011488698368,7157,19562
706291001778950144,439,1569
706265994973601792,852,2527
706169069255446529,2007,3600
706166467411222528,1459,4744
706153300320784384,346,1363
705975130514706432,666,2867
705970349788291072,800,2935
705898680587526145,496,2193
705786532653883392,469,1799
705591895322394625,1035,2922
705475953783398401,833,2751
705442520700944385,1465,4077
705428427625635840,1526,3524
705239209544720384,679,2776
705223444686888960,716,2381
705102439679201280,476,1968
705066031337840642,556,2016
704871453724954624,1019,3969
704859558691414016,477,2077
704847917308362754,1370,4709
704819833553219584,901,2450
704761120771465216,2638,6150
704499785726889984,908,2669
704491224099647488,71,690
704480331685040129,983,3153
704364645503647744,3237,7361
704347321748819968,314,1449
704134088924532736,413,1389
704113298707505153,521,1719
704054845121142784,845,2698
703774238772166656,405,1712
703769065844768768,1025,3019
703631701117943808,602,2368
703611486317502464,1386,3553
703425003149250560,1225,3511
703407252292673536,624,2262
703382836347330562,1035,3230
703356393781329922,347,1772
703268521220972544,495,1825
703079050210877440,2810,6829
703041949650034688,11347,24383
702932127499816960,655,2372
702899151802126337,413,1486
702684942141153280,965,2990
702671118226825216,509,2024
702598099714314240,3145,11356
702539513671897089,875,2654
702332542343577600,1388,2942
702321140488925184,956,3033
702276748847800320,696,2287
702217446468493312,1229,4399
701981390485725185,894,3169
701952816642965504,933,3548
701889187134500865,1259,3257
701805642395348998,1512,3126
701601587219795968,416,1931
701570477911896070,841,2584
701545186879471618,552,2459
701214700881756160,4645,11301
700890391244103680,511,2048
700864154249383937,560,2402
700847567345688576,453,2284
700796979434098688,863,2263
700747788515020802,8466,21049
700518061187723268,723,2401
700505138482569216,524,2115
700462010979500032,1626,3790
700167517596164096,657,2438
700151421916807169,611,2062
700143752053182464,2443,6942
700062718104104960,615,2453
700029284593901568,532,1921
700002074055016451,1206,3038
699801817392291840,851,2780
699788877217865730,470,2067
699779630832685056,1112,2512
699775878809702401,541,1813
699691744225525762,4168,9493
699446877801091073,2402,5524
699434518667751424,468,2035
699423671849451520,290,1251
699413908797464576,573,1934
699370870310113280,395,1759
699323444782047232,784,2912
699088579889332224,568,2089
699079609774645248,576,2262
699072405256409088,1081,2725
699060279947165696,1627,3440
699036661657767936,1094,2408
698989035503689728,879,3087
698953797952008193,832,2491
698907974262222848,556,2347
698710712454139905,621,2279
698703483621523456,337,1325
698635131305795584,315,1198
698549713696649216,561,2152
698355670425473025,397,1708
698342080612007937,873,2081
698262614669991936,1801,4417
698195409219559425,5464,15538
698178924120031232,678,2597
697995514407682048,307,1416
697990423684476929,1175,3021
697943111201378304,618,2210
697881462549430272,1058,2790
697630435728322560,498,1604
697616773278015490,926,2900
697596423848730625,1136,2792
697575480820686848,455,1896
697516214579523584,997,1882
697482927769255936,604,2246
697463031882764288,1276,3179
697270446429966336,1719,4355
697259378236399616,909,3050
697255105972801536,1059,2855
697242256848379904,618,2333
696900204696625153,941,2928
696894894812565505,621,2173
696886256886657024,1631,4458
696877980375769088,643,2267
696754882863349760,329,1375
696744641916489729,838,1900
696713835009417216,588,2184
696518437233913856,1573,3647
696490539101908992,127,1136
696488710901260288,930,2320
696405997980676096,1056,2937
696100768806522880,588,1782
695816827381944320,1056,2767
695794761660297217,709,2923
695767669421768709,666,1713
695629776980148225,1900,4213
695446424020918272,1658,4102
695409464418041856,3261,8012
695314793360662529,1304,3344
695095422348574720,552,2466
695074328191332352,998,2621
695064344191721472,530,1482
695051054296211456,718,2442
694925794720792577,824,2504
694905863685980160,841,2544
694669722378485760,13113,33085
694356675654983680,251,1391
694352839993344000,545,1882
694342028726001664,432,1466
694329668942569472,451,1827
694206574471057408,1860,3825
694183373896572928,844,2716
694001791655137281,926,3148
693993230313091072,360,1741
693942351086120961,331,1627
693647888581312512,523,2483
693644216740769793,115,1271
693642232151285760,379,2363
693629975228977152,723,2264
693622659251335168,339,1422
693590843962331137,1785,4670
693582294167244802,223,1523
693486665285931008,571,1632
693280720173801472,1126,3095
693267061318012928,735,2204
693262851218264065,452,2053
693231807727280129,673,2662
693155686491000832,2906,7275
693109034023534592,552,1569
693095443459342336,406,1707
692919143163629568,700,2507
692905862751522816,791,2246
692901601640583168,540,1623
692894228850999298,719,2091
692828166163931137,799,2663
692752401762250755,3312,6298
692568918515392513,1397,4033
692535307825213440,1238,2910
692530551048294401,370,1708
692423280028966913,198,1369
692417313023332352,3146,8679
692187005137076224,750,2343
692158366030913536,721,1978
692142790915014657,355,1514
692041934689402880,1134,3129
692017291282812928,873,2678
691820333922455552,1499,3665
691793053716221953,3839,7500
691756958957883396,889,2609
691675652215414786,461,1801
691483041324204033,502,2204
691459709405118465,1028,3740
691444869282295808,755,2442
691416866452082688,6932,17892
691321916024623104,602,2391
691096613310316544,797,2769
691090071332753408,307,1604
690989312272396288,2621,5453
690959652130045952,1120,3324
690938899477221376,1757,3781
690932576555528194,911,3031
690735892932222976,1158,3509
690728923253055490,469,2009
690690673629138944,751,2153
690649993829576704,250,1204
690607260360429569,14,279
690597161306841088,548,1788
690400367696297985,406,1748
690374419777196032,764,2979
690360449368465409,796,2454
690348396616552449,466,1373
690248561355657216,370,1544
690021994562220032,925,2588
690015576308211712,664,2312
690005060500217858,1539,3392
689999384604450816,329,1308
689993469801164801,409,1349
689977555533848577,410,1273
689905486972461056,624,2263
689877686181715968,1046,2811
689835978131935233,689,2027
689661964914655233,852,3003
689659372465688576,3488,9543
689623661272240129,581,2046
689599056876867584,5032,10790
689557536375177216,406,1903
689517482558820352,1301,3136
689289219123089408,852,2073
689283819090870273,1005,3025
689280876073582592,642,1830
689275259254616065,225,1056
689255633275777024,978,2359
689154315265683456,900,2864
689143371370250240,458,1870
688916208532455424,774,2502
688908934925697024,708,1943
688898160958271489,710,1932
688894073864884227,622,2061
688828561667567616,326,1282
688804835492233216,170,890
688789766343622656,605,2062
688547210804498433,627,2406
688519176466644993,661,2156
688385280030670848,4088,8571
688211956440801280,761,2084
688179443353796608,532,1982
688116655151435777,700,2620
688064179421470721,325,1600
687841446767013888,2256,5030
687826841265172480,1013,2529
687818504314159109,867,2284
687807801670897665,660,2204
687732144991551489,598,1624
687704180304273409,767,2246
687664829264453632,471,1807
687494652870668288,530,1762
687480748861947905,222,1476
687476254459715584,483,1832
687460506001633280,492,1910
687399393394311168,555,1749
687317306314240000,8360,18670
687312378585812992,1737,4020
687127927494963200,2057,4985
687124485711986689,462,2024
687109925361856513,2241,5373
687102708889812993,874,2173
687096057537363968,552,2081
686947101016735744,2906,7989
686760001961103360,1259,3244
686749460672679938,1322,3207
686730991906516992,1094,3814
686683045143953408,735,2614
686618349602762752,1240,3419
686606069955735556,492,1755
686394059078897668,633,1600
686386521809772549,792,3017
686377065986265092,516,2050
686358356425093120,602,1998
686286779679375361,1528,3729
686050296934563840,664,2068
686035780142297088,104,1063
686034024800862208,1038,2852
686007916130873345,367,2285
686003207160610816,563,1682
685973236358713344,477,1941
685943807276412928,536,1499
685906723014619143,2598,6905
685681090388975616,110,1889
685667379192414208,511,2187
685663452032069632,1335,2978
685641971164143616,700,2698
685547936038666240,14159,30433
685532292383666176,1048,2811
685325112850124800,3590,8689
685321586178670592,580,2451
685315239903100929,945,3036
685307451701334016,397,1929
685268753634967552,1078,2843
685198997565345792,589,2139
685169283572338688,1281,3787
684969860808454144,328,2220
684959798585110529,2816,6299
684940049151070208,948,2966
684926975086034944,417,3226
684914660081053696,1326,3226
684902183876321280,467,1718
684880619965411328,728,1924
684830982659280897,19729,32411
684800227459624960,906,2516
684594889858887680,3171,8187
684588130326986752,1283,3818
684567543613382656,1107,2761
684538444857667585,857,2439
684481074559381504,1072,3573
684460069371654144,503,1819
684241637099323392,2954,7500
684225744407494656,184,1150
684222868335505415,1241,3524
684200372118904832,946,1988
684195085588783105,457,1761
684188786104872960,1054,3223
684177701129875456,594,1866
684147889187209216,1376,2747
684122891630342144,426,1862
684097758874210310,1299,3799
683857920510050305,1021,3529
683852578183077888,316,1796
683849932751646720,856,2418
683834909291606017,1024,2420
683828599284170753,973,2590
683773439333797890,1221,3075
683742671509258241,3013,5984
683515932363329536,2620,6802
683498322573824003,874,2937
683481228088049664,904,2454
683462770029932544,620,2243
683449695444799489,1459,3581
683391852557561860,2181,7055
683357973142474752,825,2672
683142553609318400,938,2649
683111407806746624,818,3148
683098815881154561,589,2001
683078886620553216,520,1860
683030066213818368,671,2002
682962037429899265,14910,33844
682808988178739200,155,1631
682788441537560576,1019,2286
682750546109968385,398,1405
682697186228989953,332,1213
682662431982772225,988,2820
682638830361513985,535,1913
682429480204398592,1046,3183
682406705142087680,1589,6971
682393905736888321,598,2077
682389078323662849,424,1543
682303737705140231,886,2828
682259524040966145,1079,3817
682242692827447297,1040,2974
682088079302213632,8913,16811
682059653698686977,1532,4543
682047327939461121,849,2954
682032003584274432,1798,6071
682003177596559360,1372,2874
681981167097122816,921,2597
681891461017812993,746,2277
681694085539872773,3698,11829
681679526984871937,400,1632
681654059175129088,820,2427
681610798867845120,419,1735
681579835668455424,1178,3258
681523177663676416,5216,13185
681340665377193984,245,1521
681339448655802368,3709,8564
681320187870711809,672,2414
681302363064414209,1628,3599
681297372102656000,857,2962
681281657291280384,998,2963
681261549936340994,236,1336
681242418453299201,470,1361
681231109724700672,441,2242
681193455364796417,1340,3425
680970795137544192,586,2212
680959110691590145,1825,4222
680940246314430465,937,2928
680934982542561280,394,1923
680913438424612864,563,2214
680889648562991104,326,1610
680836378243002368,1185,3191
680805554198020098,607,1983
680801747103793152,742,2192
680798457301471234,939,2610
680609293079592961,628,2415
680583894916304897,1193,3314
680497766108381184,1736,3889
680494726643068929,440,1576
680473011644985345,674,2342
680440374763077632,443,1329
680221482581123072,262,1361
680206703334408192,1050,2591
680191257256136705,442,1983
680176173301628928,1400,3563
680161097740095489,672,2137
680145970311643136,1563,3318
680130881361686529,857,2115
680115823365742593,830,2500
680100725817409536,1253,3308
680085611152338944,8158,11763
680070545539371008,776,2388
680070545539371008,776,2388
679877062409191424,581,1800
679872969355714560,598,2015
679862121895714818,557,2255
679854723806179328,1103,2616
679844490799091713,687,2187
679828447187857408,12614,33161
679777920601223168,998,2859
679736210798047232,718,1916
679729593985699840,749,1995
679722016581222400,426,1540
679530280114372609,1887,4371
679527802031484928,653,2422
679511351870550016,1149,3074
679503373272485890,1338,2915
679475951516934144,585,1928
679462823135686656,17037,29444
679405845277462528,1074,2166
679158373988876288,7251,19461
679148763231985668,927,2560
679132435750195208,1036,2714
679111216690831360,2316,5445
679062614270468097,7215,15498
679047485189439488,587,2056
679001094530465792,1096,2602
678991772295516161,1017,2074
678969228704284672,409,1499
678800283649069056,821,2358
678798276842360832,1030,3162
678774928607469569,821,2577
678767140346941444,1230,3227
678764513869611008,417,1484
678755239630127104,2936,6496
678740035362037760,1490,3396
678708137298427904,2193,5135
678675843183484930,1321,2608
678643457146150913,360,1878
678446151570427904,1372,3658
678424312106393600,2281,5002
678410210315247616,1610,3830
678399652199309312,28606,73477
678396796259975168,375,1460
678389028614488064,383,1717
678380236862578688,823,2240
678341075375947776,473,1578
678334497360859136,224,1185
678278586130948096,5498,10420
678255464182861824,328,1453
678023323247357953,341,1744
678021115718029313,5642,12392
677961670166224897,1526,3145
677918531514703872,364,1223
677895101218201600,1846,4398
677716515794329600,877,2786
677700003327029250,1294,3117
677698403548192770,286,1118
677687604918272002,756,2265
677673981332312066,1352,3037
677662372920729601,843,1777
677644091929329666,728,1713
677573743309385728,600,1940
677565715327688705,411,1191
677557565589463040,1018,2222
677547928504967168,3299,6331
677530072887205888,204,968
677335745548390400,1553,2763
677334615166730240,253,1229
677331501395156992,209,988
677328882937298944,1346,3340
677314812125323265,472,1501
677301033169788928,354,1112
677269281705472000,634,1799
677228873407442944,1469,3207
677187300187611136,815,2488
676975532580409345,953,2530
676957860086095872,720,2029
676949632774234114,349,1189
676948236477857792,777,1954
676946864479084545,327,1576
676942428000112642,668,1876
676936541936185344,4436,11620
676916996760600576,1618,2698
676897532954456065,649,2052
676864501615042560,629,1904
676821958043033607,13809,20739
676819651066732545,602,1657
676811746707918848,379,1308
676776431406465024,1805,4534
676617503762681856,856,2617
676613908052996102,177,987
676606785097199616,387,1724
676603393314578432,342,1043
676593408224403456,1894,4141
676590572941893632,110,837
676588346097852417,701,2087
676582956622721024,252,1083
676575501977128964,991,2335
676533798876651520,490,1702
676496375194980353,471,1377
676470639084101634,4185,10602
676440007570247681,590,1566
676430933382295552,302,1265
676263575653122048,484,1895
676237365392908289,251,1092
676219687039057920,27808,70941
676215927814406144,516,1574
676191832485810177,919,2059
676146341966438401,593,1754
676121918416756736,1029,1966
676101918813499392,1051,2582
676098748976615425,1251,2682
676089483918516224,392,1184
675898130735476737,505,1449
675891555769696257,765,1925
675888385639251968,841,2119
675878199931371520,1243,3785
675870721063669760,500,1469
675853064436391936,1137,2427
675849018447167488,123,866
675845657354215424,780,2048
675822767435051008,475,1382
675820929667219457,208,957
675798442703122432,3050,9328
675781562965868544,420,1459
675740360753160193,296,1062
675710890956750848,722,1694
675707330206547968,600,1786
675706639471788032,86,582
675534494439489536,363,1662
675531475945709568,332,1066
675522403582218240,248,943
675517828909424640,407,1149
675501075957489664,5228,15577
675497103322386432,1137,2826
675489971617296384,528,1156
675483430902214656,855,1667
675432746517426176,503,1361
675372240448454658,458,1531
675362609739206656,196,943
675354435921575936,14908,29513
675349384339542016,2002,3532
675334060156301312,1135,2487
675166823650848770,1387,3180
675153376133427200,2267,5605
675149409102012420,1502,3358
675147105808306176,200,843
675146535592706048,257,1055
675145476954566656,784,1918
675135153782571009,413,1165
675113801096802304,690,1740
675111688094527488,214,867
675109292475830276,1000,2522
675047298674663426,275,930
675015141583413248,1048,2427
675006312288268288,201,876
675003128568291329,406,1394
674999807681908736,957,1996
674805413498527744,318,765
674800520222154752,749,2706
674793399141146624,954,2225
674790488185167872,219,986
674788554665512960,181,719
674781762103414784,1050,1804
674774481756377088,411,992
674767892831932416,692,1633
674764817387900928,200,700
674754018082705410,384,1229
674752233200820224,401,1314
674743008475090944,468,1260
674742531037511680,45,431
674739953134403584,327,967
674737130913071104,80,581
674690135443775488,412,1027
674670581682434048,568,1449
674664755118911488,205,812
674646392044941312,430,1282
674644256330530816,242,930
674638615994089473,513,1518
674632714662858753,503,1346
674606911342424069,86,840
674468880899788800,1786,5569
674447403907457024,315,957
674436901579923456,344,988
674422304705744896,467,1285
674416750885273600,117,612
674410619106390016,402,1071
674394782723014656,489,1334
674372068062928900,280,770
674330906434379776,66,507
674318007229923329,450,1255
674307341513269249,6047,10149
674291837063053312,5149,13206
674271431610523648,645,1394
674269164442398721,202,824
674265582246694913,734,1463
674262580978937856,386,1178
674255168825880576,467,1306
674082852460433408,144,682
674075285688614912,246,889
674063288070742018,1911,5739
674053186244734976,1132,2953
674051556661161984,432,1294
674045139690631169,566,1268
674042553264685056,111,634
674038233588723717,369,979
674036086168010753,181,759
674024893172875264,1087,1586
674019345211760640,265,1017
674014384960745472,560,1389
674008982932058114,301,1084
673956914389192708,838,1752
673919437611909120,327,1056
673906403526995968,1438,2848
673887867907739649,221,844
673716320723169284,670,2787
673715861853720576,1815,3166
673711475735838725,265,941
673709992831262724,236,755
673708611235921920,256,952
673707060090052608,346,990
673705679337693185,359,1124
673700254269775872,501,1282
673697980713705472,1697,3516
673689733134946305,570,1540
673688752737402881,440,1128
673686845050527744,377,1277
673680198160809984,418,1229
673662677122719744,328,1131
673656262056419329,199,650
673636718965334016,308,995
673612854080196609,632,1423
673583129559498752,314,1068
673580926094458881,239,737
673576835670777856,488,1234
673363615379013632,267,932
673359818736984064,594,1288
673355879178194945,494,1345
673352124999274496,475,1494
673350198937153538,185,687
673345638550134785,1104,2235
673343217010679808,235,861
673342308415348736,492,1140
673320132811366400,6898,11974
673317986296586240,216,782
673295268553605120,2754,6736
673270968295534593,313,957
673240798075449344,617,1278
673213039743795200,724,1978
673148804208660480,550,1493
672997845381865473,631,1755
672995267319328768,253,845
672988786805112832,254,878
672984142909456390,471,1120
672980819271634944,891,1630
672975131468300288,783,1498
672970152493887488,305,840
672968025906282496,471,1183
672964561327235073,557,1261
672902681409806336,425,1234
672898206762672129,363,791
672884426393653248,731,1371
672877615439593473,303,908
672834301050937345,504,1157
672828477930868736,419,1110
672640509974827008,272,875
672622327801233409,423,1149
672614745925664768,512,1091
672609152938721280,338,969
672604026190569472,337,973
672594978741354496,531,1181
672591762242805761,286,843
672591271085670400,157,642
672538107540070400,318,903
672523490734551040,146,553
672488522314567680,373,991
672482722825261057,519,991
672481316919734272,110,640
672475084225949696,608,1298
672466075045466113,448,1191
672272411274932228,2938,5726
672267570918129665,535,1318
672264251789176834,287,1012
672256522047614977,1329,2511
672254177670729728,652,1277
672248013293752320,524,1532
672245253877968896,132,607
672239279297454080,276,805
672231046314901505,876,1624
672222792075620352,176,703
672205392827572224,1010,1992
672169685991993344,320,908
672160042234327040,304,764
672139350159835138,597,1549
672125275208069120,993,2119
672095186491711488,328,878
672082170312290304,319,840
672068090318987265,441,1141
671896809300709376,3679,7628
671891728106971137,484,1175
671882082306625538,1215,3115
671879137494245376,575,1250
671874878652489728,479,1108
671866342182637568,420,999
671855973984772097,374,794
671789708968640512,3006,6331
671768281401958400,435,1048
671763349865160704,776,1495
671744970634719232,667,1211
671743150407421952,202,675
671735591348891648,657,1288
671729906628341761,3808,7498
671561002136281088,6325,11401
671550332464455680,183,811
671547767500775424,499,1206
671544874165002241,890,1733
671542985629241344,487,965
671538301157904385,336,836
671536543010570240,344,1037
671533943490011136,497,899
671528761649688577,217,740
671520732782923777,454,1223
671518598289059840,253,831
671511350426865664,606,1429
671504605491109889,3132,6245
671497587707535361,391,827
671488513339211776,415,886
671486386088865792,173,512
671485057807351808,196,679
671390180817915904,654,1282
671362598324076544,258,980
671357843010908160,133,351
671355857343524864,105,421
671347597085433856,371,836
671186162933985280,176,642
671182547775299584,284,980
671166507850801152,302,783
671163268581498880,968,1463
671159727754231808,69,314
671154572044468225,186,625
671151324042559489,128,587
671147085991960577,192,586
671141549288370177,572,1025
671138694582165504,344,823
671134062904504320,163,655
671122204919246848,2189,3091
671115716440031232,674,1216
671109016219725825,378,1005
670995969505435648,244,970
670842764863651840,7580,22096
670840546554966016,166,524
670838202509447168,599,984
670833812859932673,109,382
670832455012716544,184,647
670826280409919488,3516,4874
670823764196741120,162,677
670822709593571328,83,545
670815497391357952,1322,2791
670811965569282048,231,984
670807719151067136,428,1051
670804601705242624,821,1743
670803562457407488,78,304
670797304698376195,203,661
670792680469889025,238,734
670789397210615808,210,585
670786190031921152,171,530
670783437142401025,331,726
670782429121134593,661,1350
670780561024270336,249,703
670778058496974848,62,298
670764103623966721,371,958
670755717859713024,89,393
670733412878163972,446,851
670727704916926465,314,737
670717338665226240,418,1056
670704688707301377,319,687
670691627984359425,209,521
670679630144274432,243,665
670676092097810432,35,215
670668383499735048,4326,9474
670474236058800128,634,1338
670468609693655041,77,317
670465786746662913,467,855
670452855871037440,174,489
670449342516494336,571,1076
670444955656130560,1746,6064
670442337873600512,175,581
670435821946826752,438,941
670434127938719744,562,1255
670433248821026816,100,296
670428280563085312,524,1234
670427002554466305,142,465
670421925039075328,552,1148
670420569653809152,265,541
670417414769758208,282,501
670411370698022913,772,1796
670408998013820928,188,486
670403879788544000,130,378
670385711116361728,173,494
670374371102445568,238,668
670361874861563904,55,289
670338931251150849,96,374
670319130621435904,1067,3470
670303360680108032,107,383
670290420111441920,250,623
670093938074779648,277,911
670086499208155136,218,622
670079681849372674,1057,1956
670073503555706880,681,1386
670069087419133954,205,554
670061506722140161,290,666
670055038660800512,279,592
670046952931721218,152,575
670040295598354432,97,659
670037189829525505,240,527
670003130994700288,77,296
669993076832759809,70,288
669972011175813120,134,396
669970042633789440,43,272
669942763794931712,133,444
669926384437997569,81,339
669923323644657664,50,202
669753178989142016,341,709
669749430875258880,55,228
669684865554620416,75,448
669683899023405056,94,339
669682095984410625,116,312
669680153564442624,244,588
669661792646373376,367,715
669625907762618368,1572,3127
669603084620980224,316,842
669597912108789760,133,447
669583744538451968,804,1321
669573570759163904,120,388
669571471778410496,883,1408
669567591774625800,45,202
669564461267722241,104,337
669393256313184256,62,312
669375718304980992,633,1177
669371483794317312,148,438
669367896104181761,130,406
669363888236994561,202,558
669359674819481600,103,332
669354382627049472,1095,2394
669353438988365824,229,566
669351434509529089,157,381
669328503091937280,367,908
669327207240699904,102,497
669324657376567296,182,439
669216679721873412,348,1059
669214165781868544,135,385
669203728096960512,408,890
669037058363662336,265,573
669015743032369152,324,651
669006782128353280,209,511
669000397445533696,5529,18698
668994913074286592,191,391
668992363537309700,294,659
668989615043424256,288,596
668988183816871936,391,799
668986018524233728,140,479
668981893510119424,259,483
668979806671884288,294,705
668975677807423489,497,1158
668967877119254528,18,127
668960084974809088,210,620
668955713004314625,63,241
668932921458302977,50,227
668902994700836864,88,276
668892474547511297,126,354
668872652652679168,268,476
668852170888998912,139,410
668826086256599040,112,384
668815180734689280,227,493
668779399630725120,325,628
668655139528511488,190,474
668645506898350081,458,774
668643542311546881,447,786
668641109086707712,468,944
668636665813057536,435,919
668633411083464705,1384,2469
668631377374486528,280,618
668627278264475648,97,281
668625577880875008,112,330
668623201287675904,655,1246
668620235289837568,35,181
668614819948453888,272,545
668587383441514497,922,1478
668567822092664832,46,206
668544745690562560,197,452
668542336805281792,182,403
668537837512433665,61,226
668528771708952576,189,404
668507509523615744,87,279
668496999348633600,114,359
668484198282485761,207,372
668480044826800133,127,397
668466899341221888,442,769
668297328638447616,255,556
668291999406125056,28,213
668286279830867968,118,434
668274247790391296,198,722
668268907921326080,206,485
668256321989451776,518,1154
668248472370458624,408,843
668237644992782336,2427,5453
668226093875376128,85,247
668221241640230912,169,452
668204964695683073,173,488
668190681446379520,171,577
668171859951755264,162,425
668154635664932864,273,439
668142349051129856,239,510
668113020489474048,208,586
667937095915278337,694,1116
667924896115245057,95,264
667915453470232577,46,184
667911425562669056,246,430
667902449697558528,334,759
667886921285246976,908,1647
667885044254572545,400,730
667878741721415682,101,349
667873844930215936,340,551
667866724293877760,901,2717
667861340749471744,69,221
